epoch,KF_E_m,KF_N_m,KF_U_m,KF_nobias_E_m,KF_nobias_N_m,KF_nobias_U_m,Single_E_m,Single_N_m,Single_U_m,C1_sat_count,C2_sat_count,L1_sat_count,L2_sat_count,ref_sat,condition,block_mode,R_diff_diag_coeff,R_diff_offdiag_coeff
132,-1.84348138173401,0.0966234612519161,0.038431589224519,-1.71727490392192,0.515035471685258,-0.45997852528027,-1.69546559479373,0.0913502952818448,-0.293566477598858,8,8,8,8,23,normal,sector,4,2
133,-1.8551950060531,0.0975578700830969,0.0387660031980317,-1.72803241856062,0.519139668474267,-0.463419945507551,-1.69684420733304,0.0958708338122626,-0.358641739256689,8,8,8,8,23,normal,sector,4,2
134,-1.86744316557646,0.096569464274544,0.0399329448936736,-1.73932446840358,0.521321050623543,-0.466028838012703,-1.59043749308581,0.109887737672761,-0.48687577700092,8,8,8,8,23,normal,sector,4,2
135,-1.87569909811279,0.0977857472612854,0.0383561050777225,-1.74662429125952,0.525707121568113,-0.471381512029448,-1.58900367053275,0.039608270009112,-0.374186671119529,8,8,8,8,23,normal,sector,4,2
136,-1.88370730472889,0.100407508337901,0.0368116627411108,-1.75367638819522,0.531498670602557,-0.476701788566853,-1.59684699351424,0.00585119537801602,-0.151038035011751,8,8,8,8,23,normal,sector,4,2
137,-1.89097427571448,0.103314868701102,0.0342892286538135,-1.75998724950041,0.537575818923586,-0.483000056854944,-1.67731963044742,-0.030519616034063,0.0523621116423854,8,8,8,8,23,normal,sector,4,2
138,-1.89898271436395,0.105162804409157,0.0307621994085578,-1.7670395784695,0.542593542589469,-0.490302920300994,-1.72841001396123,-0.00747607544152696,0.035595048740356,8,8,8,8,23,normal,sector,4,2
139,-1.91118142550773,0.105273444605695,0.0308657436568222,-1.77828217993288,0.545873970743836,-0.493975210253523,-1.81189142367101,-0.0604373333028016,0.201079241743306,8,8,8,8,23,normal,sector,4,2
140,-1.92514974256918,0.108077387603429,0.0304825660509635,-1.79129438731393,0.551847701699398,-0.498134222060176,-1.85938770729924,-0.073848119617888,0.384662159542191,8,8,8,8,23,normal,sector,4,2
141,-1.93773831454294,0.110969010479414,0.0307733545032682,-1.8029268496073,0.557909112533211,-0.501619267808665,-1.89887167329198,-0.0532503030140359,0.388210892713514,8,8,8,8,23,normal,sector,4,2
142,-1.95068400113874,0.111294725962726,0.0352288891877349,-1.8149164265227,0.561404615974352,-0.500939567324992,-1.86248917531841,0.070543221688054,0.122798001434155,8,8,8,8,23,normal,sector,4,2
143,-1.95944046574657,0.110098588042312,0.0372313906695597,-1.82271678145014,0.563378266011767,-0.502712900043961,-1.84368362877437,0.11576551223678,0.0563832208005574,8,8,8,8,23,normal,sector,4,2
144,-1.96817768368112,0.110677640249811,0.0391068497856889,-1.8304978897043,0.567127106177093,-0.504613275128626,-1.80330618723159,0.200395724535272,-0.230844394757969,8,8,8,8,23,normal,sector,4,2
145,-1.97782791427099,0.110534229546048,0.0390451713714562,-1.83919201061377,0.570153483431159,-0.508450787743653,-1.73836740193507,0.268595379019203,-0.380004121248143,8,8,8,8,23,normal,sector,4,2
146,-1.98477612943369,0.112401876850839,0.0346182699838877,-1.84518411609608,0.575190918693778,-0.516653523332015,-1.73142051433407,0.267813229696396,-0.652884967745297,8,8,8,8,23,normal,sector,4,2
147,-1.99684766075683,0.115670714078789,0.0295377402845288,-1.85629953773883,0.581629543879556,-0.525509887232168,-1.76598232038398,0.201679670057882,-0.66512438659419,8,8,8,8,23,normal,sector,4,2
148,-2.00703270413897,0.118312681330375,0.0267097716654085,-1.86552847144057,0.587441299088971,-0.532113690052082,-1.84235004940969,0.127374062041711,-0.497078644507896,8,8,8,8,23,normal,sector,4,2
149,-2.01393002151414,0.119143270575188,0.0249552254832752,-1.87146967913534,0.591441676291612,-0.537644070435009,-1.83255079648519,0.0252666267745804,-0.405867516436267,8,8,8,8,23,normal,sector,4,2
150,-2.0239536298173,0.121015463819646,0.0252801161951339,-1.88053717775811,0.596483657493899,-0.541095013923944,-1.96119178420144,-0.15117449207727,-0.0432469463033444,8,8,8,8,23,normal,sector,4,2
151,-2.03294746942314,0.121894809288628,0.0250850518439932,-1.88857490768356,0.600532790920709,-0.545065912475879,-1.94822982517429,-0.129925004297868,-0.0175143771800642,8,8,8,8,23,normal,sector,4,2
152,-2.03580518094923,0.120796127828382,0.0257430574914616,-1.89047650952925,0.602603897418291,-0.548183741029204,-1.86058541510931,-0.145871415253484,-0.0474310798226838,8,8,8,8,23,normal,sector,4,2
153,-2.04951798776368,0.124115790176975,0.0246700265708131,-1.9032332066633,0.609093347724712,-0.553032606150647,-1.90469787243075,-0.201692568237945,-0.0608871374181416,8,8,8,8,23,normal,sector,4,2
154,-2.05702958690038,0.126267270366616,0.0246097519155557,-1.90978869611961,0.614414615872182,-0.556868715006698,-1.84279961307711,-0.144223049323504,-0.197508199854761,8,8,8,8,23,normal,sector,4,2
155,-2.07148323143012,0.129209701815448,0.0243615617228725,-1.92328623096896,0.620526835278842,-0.560892739400175,-1.79431722627509,0.00593397511113682,-0.261993265816566,8,8,8,8,23,normal,sector,4,2
156,-2.08667379599312,0.128903793868442,0.0237422476005118,-1.93752068585156,0.623390715289665,-0.565287887723329,-1.90123328423221,-0.0401109658859799,-0.215578690168032,8,8,8,8,23,normal,sector,4,2
157,-2.10010449192019,0.129697729575791,0.0247779662861023,-1.94999527209824,0.627354438954842,-0.568028003238533,-1.95396486089622,-0.00859289944285117,-0.211470437431929,8,8,8,8,23,normal,sector,4,2
158,-2.10766541461824,0.132945699666704,0.0223926837344973,-1.95660008511589,0.633772197003584,-0.574189119990931,-1.80649633447495,0.214929552162014,-0.759516169803405,8,8,8,8,23,normal,sector,4,2
159,-2.11886516524797,0.134834497576146,0.0201696332017249,-1.96684372606523,0.638830782870853,-0.580188004724498,-1.81470819457578,0.286649130676679,-0.753420560535937,8,8,8,8,23,normal,sector,4,2
160,-2.12615421650721,0.13768550686662,0.0183578070335438,-1.97317666764407,0.644851580119156,-0.585775665093473,-1.79109474128412,0.388687099683212,-0.696620647747093,8,8,8,8,23,normal,sector,4,2
161,-2.13485005103776,0.138044534300899,0.0147842678740309,-1.98091639249423,0.648380395511263,-0.593125038453779,-1.91523781399771,0.287401835601252,-0.556193655142651,8,8,8,8,23,normal,sector,4,2
162,-2.13803963160378,0.141060102039926,0.0137934603228122,-1.98314986337985,0.654565751208118,-0.597891680205792,-1.99060737835642,0.278372013676161,-0.715107724331728,8,8,8,8,23,normal,sector,4,2
163,-2.14541501258615,0.140940722766032,0.0135444651234227,-1.98956913468183,0.657616159892053,-0.601916509605975,-2.08395440429189,0.189738468536446,-0.607255116340754,8,8,8,8,23,normal,sector,4,2
164,-2.15408251473228,0.141324544578693,0.0116617282201055,-1.99728052714757,0.661169769662542,-0.607575080710087,-2.12803406184005,0.126243523605101,-0.3531747167545,8,8,8,8,23,normal,sector,4,2
165,-2.16074270724508,0.141197004324447,0.0108610090993504,-2.00298460997997,0.664212017366125,-0.612151634031636,-2.19277659102741,0.0770962027017065,-0.0887794084151017,8,8,8,8,23,normal,sector,4,2
166,-2.16647591366769,0.142560922186728,0.00826967245989935,-2.00776170672218,0.668745723186234,-0.61851880487188,-2.27526931585108,0.122748920270886,0.0363279637156271,8,8,8,8,23,normal,sector,4,2
167,-2.175998003343,0.146687413799339,0.00711962060602554,-2.0163276867171,0.676042002756673,-0.623444690926548,-2.32476314623185,0.114525578803863,-0.0526976709929794,8,8,8,8,23,normal,sector,4,2
168,-2.18245939364616,0.148507709055104,0.00458230666911701,-2.02183296733987,0.681032085970266,-0.62975783906425,-2.28268348136351,0.136792078493034,-0.217232563149661,8,8,8,8,23,normal,sector,4,2
169,-2.18988985825762,0.148809264685072,0.00552568369748285,-2.02830732227093,0.684503429558064,-0.632590296236678,-2.28243016392912,0.0919110228105253,-0.240408127737866,8,8,8,8,23,normal,sector,4,2
170,-2.20142407458665,0.150366009132425,0.0039455821075975,-2.03888542891957,0.689229961963245,-0.637946232027358,-2.21080515028894,0.117429811522144,-0.212351513614704,8,8,8,8,23,normal,sector,4,2
171,-2.2174818527293,0.15099527124638,0.0038165482529177,-2.05398709738182,0.693029012035028,-0.641851100082831,-2.20584222556625,0.146872272896431,-0.0780422554413297,8,8,8,8,23,normal,sector,4,2
172,-2.22591092521437,0.152820147018057,0.00147180789241298,-2.06146006018649,0.698023675764533,-0.64797167464413,-2.15125766774408,0.235188383104039,-0.147789313565078,8,8,8,8,23,normal,sector,4,2
173,-2.23470037778111,0.155085432516105,0.00124831516311391,-2.06929340307284,0.70345874922041,-0.651971001574223,-2.13124723529834,0.264010723117533,-0.216033284936427,8,8,8,8,23,normal,sector,4,2
174,-2.244080968884,0.154320378494134,-0.00188476082389684,-2.07771788449534,0.705863483156267,-0.658879911762028,-2.16059024382585,0.334309061553486,-0.229902873102111,8,8,8,8,23,normal,sector,4,2
175,-2.25230183576634,0.155254791040408,-0.00203144387713187,-2.08498264169729,0.70996768366037,-0.662802429016056,-2.09412165053279,0.367169932747251,-0.0703036211250703,8,8,8,8,23,normal,sector,4,2
176,-2.2589339971366,0.157365310260027,-0.00228614816924183,-2.09065869338715,0.715247990837817,-0.66683296750896,-2.18202297212977,0.30328483257372,-0.230521896469429,8,8,8,8,23,normal,sector,4,2
177,-2.26636209505679,0.158048371150508,-0.00391324396225882,-2.09713068162694,0.719100839686126,-0.672235897502771,-2.2533157406083,0.214611338033731,-0.0523443313338009,8,8,8,8,23,normal,sector,4,2
178,-2.27342513030954,0.15984977794249,-0.00637030040294531,-2.1032376071993,0.724072034435937,-0.678468788144251,-2.27900336935949,0.227266144029585,-0.188208839971399,8,8,8,8,23,normal,sector,4,2
179,-2.28090154716043,0.159316279534201,-0.00832613752824066,-2.10975791436979,0.726708323985476,-0.68420045947034,-2.24596931856679,0.182691041066375,-0.114363806553473,8,8,8,8,23,normal,sector,4,2
180,-2.2904835461932,0.160249362247308,-0.00783535776921258,-2.11838380372217,0.730811194656411,-0.687485513912106,-2.28951134938877,0.115284391193545,-0.0264136743590005,8,8,8,8,23,normal,sector,4,2
181,-2.29864421977818,0.160939104326764,-0.008985688411697,-2.12558836762676,0.734670724693696,-0.692411678755385,-2.22514710852891,0.14752826444616,-0.17530223685221,8,8,8,8,23,normal,sector,4,2
182,-2.31230842614173,0.162678459200582,-0.010123105703571,-2.13829646430992,0.739579867525341,-0.697324930248052,-2.21110141517085,0.134855722345337,-0.374571608686143,8,8,8,8,23,normal,sector,4,2
183,-2.32125143276847,0.163632178201197,-0.0118327831721895,-2.14628336125626,0.743703374483785,-0.702810441917465,-2.11409723826815,0.232259732344464,-0.77740300286612,8,8,8,8,23,normal,sector,4,2
184,-2.32890948667874,0.164646640365075,-0.0153321481994007,-2.15298530548614,0.747887624605492,-0.71008564114547,-2.0817152912779,0.26521122159759,-0.806250178784493,8,8,8,8,23,normal,sector,4,2
185,-2.3386441265281,0.168303362862658,-0.0169601933430425,-2.1617638356551,0.754714135060903,-0.715489520489905,-2.11997558484635,0.251509581160556,-0.680793188500646,8,8,8,8,23,normal,sector,4,2
186,-2.34822932238566,0.171152177718719,-0.0204103332442246,-2.17039292183227,0.760732737874792,-0.722715494591881,-2.15780293012283,0.269164568541962,-0.413987170916128,8,8,8,8,23,normal,sector,4,2
187,-2.3598114021784,0.175522898847727,-0.0244594804093941,-2.18101889194461,0.768273246961629,-0.730540475957845,-2.31069647881437,0.179974535387627,-0.265789474814392,8,8,8,8,23,normal,sector,4,2
188,-2.37027157367624,0.177486578008122,-0.0259419743016507,-2.19052295376205,0.773406714079852,-0.735798804050895,-2.4032850626138,0.0917953746333087,-0.0762489695742474,8,8,8,8,23,normal,sector,4,2
189,-2.38188637871328,0.177191655707264,-0.0292163078014633,-2.2011816491187,0.776281579736822,-0.742848971751502,-2.48641171079205,-0.00770556002404988,0.0245123819099424,8,8,8,8,23,normal,sector,4,2
190,-2.38962027614155,0.178906318001918,-0.0300177286956468,-2.20795943686658,0.781166029989305,-0.747426226846479,-2.57482751142418,-0.106298930411443,0.279302319020293,8,8,8,8,23,normal,sector,4,2
191,-2.39406112278931,0.18278318896861,-0.0342713648668313,-2.21144417383394,0.788212688913825,-0.755455697218457,-2.51872232816378,-0.0913564241108592,0.19007129098423,8,8,8,8,23,normal,sector,4,2
192,-2.4012589091837,0.186327516337411,-0.0335796402334552,-2.21768585054794,0.794926804240454,-0.758539806785875,-2.44928740677343,-0.117937960374853,0.247022165209174,8,8,8,8,23,normal,sector,4,2
193,-2.40891640553227,0.186921622408701,-0.0355260531107319,-2.22438723721611,0.798690698269573,-0.764262053863946,-2.36409356475383,-0.0590384176377026,0.258171605656894,8,8,8,8,23,normal,sector,4,2
194,-2.41811218275441,0.188663676580212,-0.0364385714747483,-2.23262690475786,0.803602540398912,-0.768950406428756,-2.27657941384868,-0.0189927820833223,0.2306455807356,8,8,8,8,23,normal,sector,4,2
195,-2.42909851493163,0.191011969460842,-0.0409495794192714,-2.24265712725468,0.809120621237371,-0.777237248574073,-2.25121631331785,0.0321941559067448,0.0199252218195882,8,8,8,8,23,normal,sector,4,2
196,-2.44060107517789,0.191712256850984,-0.0407309555170982,-2.25320357782055,0.812990696585341,-0.780794458872693,-2.23179605002315,0.0543860564895782,0.0746143126658468,8,8,8,8,23,normal,sector,4,2
197,-2.45270940245341,0.192969169144662,-0.04392565721876,-2.26435579541567,0.817417396836847,-0.787764994775149,-2.32273083847971,-0.0781867666052814,0.29693396581755,8,8,8,8,23,normal,sector,4,2
198,-2.46275813616043,0.194255112758298,-0.0433785561128723,-2.2734484194423,0.821873128408312,-0.790993727870055,-2.3265345281643,-0.151033974581521,0.371079374017635,8,8,8,8,23,normal,sector,4,2
199,-2.47052325890378,0.195654955937383,-0.0455464064195818,-2.28025743250526,0.826442759545225,-0.796937412377559,-2.28361786025241,-0.153516970099655,0.373819738469891,8,8,8,8,23,normal,sector,4,2
200,-2.47911124936182,0.195408063503961,-0.0468527407957167,-2.2878893132829,0.829365655069631,-0.802019580954487,-2.34591336281569,-0.23925558769261,0.420852122038057,8,8,8,8,23,normal,sector,4,2
201,-2.4922917745054,0.194847607410508,-0.0475490010981484,-2.30011372874609,0.831974986934007,-0.806491675457713,-2.27456639042018,-0.246790816653977,0.385596173022127,8,8,8,8,23,normal,sector,4,2
202,-2.50313734131727,0.195410919945519,-0.0487156904419845,-2.31000318587756,0.835708087426846,-0.811434199002343,-2.23607551300619,-0.314670511415493,0.563731572560625,8,8,8,8,23,normal,sector,4,2
203,-2.52160467336572,0.198152787516056,-0.049643096812903,-2.32751440824562,0.841619742955212,-0.816137439574055,-2.22447090773361,-0.280388243740878,0.635416682353781,8,8,8,8,23,normal,sector,4,2
204,-2.53400533310923,0.198740021064649,-0.0505875652290768,-2.33895895830873,0.845376764461633,-0.820857742191023,-2.21198275574302,-0.265911984291108,0.742769864852422,8,8,8,8,23,normal,sector,4,2
205,-2.54161951570072,0.199371981428124,-0.048736278328018,-2.34561703121982,0.849178512782936,-0.822782289490758,-2.24957003955723,-0.277006641584057,0.904592931035544,8,8,8,8,23,normal,sector,4,2
206,-2.55381502550662,0.199824464791411,-0.0499996279543499,-2.35685643134534,0.852800784104051,-0.827821473317883,-2.28321785368868,-0.228548086562341,0.73043912076558,8,8,8,8,23,normal,sector,4,2
207,-2.56074517438204,0.200945420569726,-0.0496831427438625,-2.36283047054036,0.857091527840194,-0.83128082230819,-2.18702936173491,-0.15136554787675,0.492978907775404,8,8,8,8,23,normal,sector,4,2
208,-2.56704080704416,0.202116223537692,-0.0509040596264917,-2.36816999352208,0.861432118765989,-0.836277573391613,-2.23644107182929,-0.156339403328887,0.495860710999281,8,8,8,8,23,normal,sector,4,2
209,-2.58101427361088,0.203271975977488,-0.0518302108296891,-2.38118735040841,0.865757659163613,-0.840979558795605,-2.28211826220399,-0.0729884283609941,0.402922699602212,8,8,8,8,23,normal,sector,4,2
210,-2.59377436018385,0.205898504906079,-0.0510017395228986,-2.39299132730099,0.871553976050032,-0.843926921689608,-2.31795551133152,-0.0395686454782844,0.349033470971037,8,8,8,8,23,normal,sector,4,2
211,-2.60102421412189,0.206900957330224,-0.0524231257099796,-2.39928507155863,0.875726216432006,-0.849124142077483,-2.4060059167539,-0.134073544531384,0.48850907128573,8,8,8,8,23,normal,sector,4,2
212,-2.60942186207525,0.207227441102149,-0.0522439734768698,-2.4067266098316,0.87922248816176,-0.852720824045167,-2.45611270927031,-0.197899191190847,0.431889048720774,8,8,8,8,23,normal,sector,4,2
213,-2.61831974376389,0.210074143318517,-0.0548908757652593,-2.41466838183984,0.885238978335955,-0.85914356053435,-2.52668348049106,-0.328596976741679,0.63950754547774,8,8,8,8,23,normal,sector,4,2
214,-2.62812096795969,0.210770470451419,-0.056508654566292,-2.42351349635525,0.889105093426686,-0.864537173536177,-2.59905385521765,-0.387662632703858,0.804115447422837,8,8,8,8,23,normal,sector,4,2
215,-2.6443647913352,0.211401280729085,-0.0581294961613405,-2.43880121005036,0.89290569166218,-0.869933849332019,-2.62703710056018,-0.303763709341231,0.537728869564154,8,8,8,8,23,normal,sector,4,2
216,-2.65635238552081,0.212351014329424,-0.0564220968969511,-2.44983269455557,0.897025213220348,-0.872002284268423,-2.68807449844542,-0.275863957447802,0.429709249335385,8,8,8,8,23,normal,sector,4,2
217,-2.66925968636366,0.213549808882815,-0.0581109322354736,-2.46178388571803,0.901393795731567,-0.87746695380774,-2.70241044315401,-0.292948250696973,0.186714869979022,8,8,8,8,23,normal,sector,4,2
218,-2.67871677852744,0.213719616680848,-0.0565554766363521,-2.47028486820141,0.904733391487429,-0.879687332409412,-2.73134403476926,-0.239670685176703,-0.0437847364455523,8,8,8,8,23,normal,sector,4,2
219,-2.68285228891468,0.215768142117718,-0.0589729882687145,-2.47346426890827,0.909951704882127,-0.885880678242569,-2.7940121750196,-0.329439309855678,-0.0220861593110631,8,8,8,8,23,normal,sector,4,2
220,-2.69726024727276,0.216462019003972,-0.0592248522021147,-2.48691611758594,0.913815369726209,-0.889908376376762,-2.75642672219277,-0.314479042098985,-0.0696485013662579,8,8,8,8,23,normal,sector,4,2
221,-2.70921638299331,0.219612937878492,-0.0605987093436773,-2.4979161436261,0.920136076558558,-0.895058067719119,-2.71926952652888,-0.314844532308044,0.0939797632175721,8,8,8,8,23,normal,sector,4,2
222,-2.72448608824108,0.220731155579657,-0.0602540962236386,-2.51222973919348,0.924424082217551,-0.898489288799874,-2.77044961430501,-0.356504349504865,0.173345794140508,8,8,8,8,23,normal,sector,4,2
223,-2.74084162603769,0.220951731340574,-0.0579771117950488,-2.52762916730969,0.927814445936296,-0.899988138572078,-2.79833379966718,-0.378851596365542,0.4446996845716,8,8,8,8,23,normal,sector,4,2
224,-2.75090678595026,0.22360360824942,-0.0564977625775702,-2.53673821754187,0.933636110802971,-0.902284623555393,-2.89686381371133,-0.338293393394853,0.473768022334457,8,8,8,8,23,normal,sector,4,2
225,-2.75827279912231,0.225237608648408,-0.0572277407048614,-2.54314812103352,0.938439899159787,-0.906790435883478,-2.97775118136746,-0.327139270332895,0.615916394013849,8,8,8,8,23,normal,sector,4,2
226,-2.77096526594382,0.226003051187527,-0.0619859563295832,-2.55488447817464,0.942375129656734,-0.915324485708994,-2.98140525730146,-0.360876200708523,0.558447071347714,8,8,8,8,23,normal,sector,4,2
227,-2.78036200141852,0.227101847087505,-0.0626450117849569,-2.56332510396895,0.94664371351454,-0.919759375365162,-3.01498092321043,-0.396623373922895,0.549176773605525,8,8,8,8,23,normal,sector,4,2
228,-2.78548339476362,0.229365310073384,-0.0648085206811177,-2.56749038763365,0.952076964458248,-0.925698718462116,-3.03266044941303,-0.368181355300157,0.541837449267828,8,8,8,8,23,normal,sector,4,2
229,-2.79252363296863,0.232242142498036,-0.0675885295565487,-2.57357451615827,0.958123584840729,-0.932254561538341,-2.98163036696145,-0.330769486789185,0.162846504425752,8,8,8,8,23,normal,sector,4,2
230,-2.80165166940386,0.233291661683353,-0.0684983839945849,-2.5817464429131,0.962342891983873,-0.936940250177171,-2.94093844087464,-0.263680839700546,0.0126128721625112,8,8,8,8,23,normal,sector,4,2
231,-2.82145135822929,0.234279867764804,-0.0671013551892984,-2.60059002205814,0.966500886023153,-0.939319055572678,-2.92683742728874,-0.234975380297174,-0.046128192840849,8,8,8,8,23,normal,sector,4,2
232,-2.8314585027977,0.235106420625928,-0.067234317428769,-2.60964105694615,0.970497226842106,-0.943227852012943,-2.97612582923467,-0.267068342318046,0.0263998857054,8,8,8,8,23,normal,sector,4,2
233,-2.8396619576542,0.235889614261812,-0.0701579624241934,-2.61688840212226,0.974450208435817,-0.949927331209161,-2.90964896496095,-0.246848522371608,0.136817882771884,8,8,8,8,23,normal,sector,4,2
234,-2.85001226496178,0.237046911757524,-0.0708155747899166,-2.62628259974945,0.978777293889358,-0.954360777775679,-2.92407717152398,-0.316441329913633,0.36502682144935,8,8,8,8,23,normal,sector,4,2
235,-2.86402244274773,0.236780665964992,-0.0714931013737744,-2.639336667855,0.981680836054654,-0.95881413856033,-3.0545148214573,-0.387643269069812,0.48921129114018,8,8,8,8,23,normal,sector,4,2
236,-2.87933195927397,0.235339900843203,-0.0721592728844062,-2.65369007470084,0.983409858890693,-0.963256144271756,-3.11207203353095,-0.441943348474304,0.815418616565913,8,8,8,8,23,normal,sector,4,2
237,-2.88978415200485,0.236848362061396,-0.072938406605088,-2.66318615775133,0.988088108066715,-0.967811112193232,-3.16569163365049,-0.477918018358698,1.03467090040608,8,8,8,8,23,normal,sector,4,2
238,-2.89959688325332,0.240226887753709,-0.0747426819344225,-2.6720427793194,0.994636421716856,-0.97339122172336,-3.11702134098126,-0.429317798905492,1.17233289184536,8,8,8,8,23,normal,sector,4,2
239,-2.90569236727322,0.242991620430469,-0.0761500122969545,-2.67718215365891,1.00057094235145,-0.978574386286685,-3.17982226487144,-0.408931807971822,1.02760471209753,8,8,8,8,23,normal,sector,4,2
240,-2.91565662726304,0.242966107721354,-0.0770759298461737,-2.68619030396834,1.00371521760016,-0.983276138036699,-3.2228883887432,-0.359189845608967,0.683995127129361,8,8,8,8,23,normal,sector,4,2
241,-2.93368107532432,0.243087833023573,-0.0795451160247912,-2.70325864234922,1.00700673086021,-0.98952115841611,-3.29652107779033,-0.32078833791309,0.365010766985699,8,8,8,8,23,normal,sector,4,2
242,-2.94514075712259,0.24645371053427,-0.0807916816364259,-2.7137622144671,1.01354239632873,-0.994543558228539,-3.32240272862176,-0.339382193986831,0.151322211897673,8,8,8,8,23,normal,sector,4,2
243,-2.95345017346553,0.24717863726513,-0.0799329519722513,-2.72111552112964,1.01743711101742,-0.997460662765158,-3.3877445288861,-0.425384666329211,0.406019539497762,8,8,8,8,23,normal,sector,4,2
244,-2.96184948883844,0.248693283611627,-0.0813609780642399,-2.72855872682216,1.02212154532174,-1.00266452305794,-3.33435384145498,-0.412855586824342,0.278541824561505,8,8,8,8,23,normal,sector,4,2
245,-2.9724951995218,0.25025464917458,-0.0835053175797839,-2.73824832782512,1.02685269884253,-1.00858469677428,-3.23420254031143,-0.335273530457127,0.224094471846062,8,8,8,8,23,normal,sector,4,2
246,-2.98815035122396,0.251605022480364,-0.0839393443254242,-2.75294736984689,1.03137286010614,-1.01279455772071,-3.20182687355613,-0.342336985565637,0.338896754292658,8,8,8,8,23,normal,sector,4,2
247,-3.00435181822967,0.254209489901593,-0.084424432742507,-2.76819272717221,1.0371471154852,-1.01705548033859,-3.25731305269008,-0.456260208575729,0.612861915926065,8,8,8,8,23,normal,sector,4,2
248,-3.02100593828672,0.255126087568304,-0.0854183332767721,-2.78389073754886,1.04123350110973,-1.02182521507365,-3.29806231944506,-0.386204418385645,0.48930490083172,8,8,8,8,23,normal,sector,4,2
249,-3.03782561464048,0.255511019510745,-0.0826569366740275,-2.79975430422223,1.04478822101,-1.0228396526717,-3.15447243601227,-0.296595752926229,0.34510121868705,8,8,8,8,23,normal,sector,4,2
250,-3.0488696966484,0.260053193300981,-0.0831645193137823,-2.80984227654975,1.05250018275807,-1.02712306951225,-3.08710440645181,-0.13965759667625,-0.077960514220027,8,8,8,8,23,normal,sector,4,2
251,-3.06490145122852,0.25982662784359,-0.0844769569020874,-2.82491792144948,1.05544340525851,-1.03221134130134,-3.09458610212726,0.0244254631375292,-0.379388310371989,8,8,8,8,23,normal,sector,4,2
252,-3.07856839216461,0.26058451233824,-0.0855960325566413,-2.83762875270517,1.05937107771098,-1.03710625115669,-3.15310387898038,-0.0368438740018696,-0.409241792419216,8,8,8,8,23,normal,sector,4,2
253,-3.09351054156444,0.263838468870628,-0.0873847886002462,-2.8516147924246,1.0657948222012,-1.04267084140109,-3.12926969893571,-0.0569409461702443,-0.352396798965945,8,8,8,8,23,normal,sector,4,2
254,-3.10358969696267,0.266465994785911,-0.0895313904858386,-2.86073783814244,1.07159213607431,-1.04859327748748,-3.08868633539426,-0.0214502729120497,-0.512138544111778,8,8,8,8,23,normal,sector,4,2
255,-3.11534767664152,0.267400592008707,-0.0907378230708311,-2.8715397081409,1.07569652125494,-1.05357554427326,-3.19394324901524,-0.158100230660167,-0.25921830108595,8,8,8,8,23,normal,sector,4,2
256,-3.12161718422269,0.268600560287578,-0.0926215147244272,-2.87685310604168,1.08006627749164,-1.05923507012765,-3.26508716687417,-0.214429811962552,0.00717831749194453,8,8,8,8,23,normal,sector,4,2
257,-3.13280918921421,0.269809012707152,-0.0959171649870176,-2.8870890013528,1.08444451786904,-1.06630655459104,-3.36356835520056,-0.333532451183632,0.352242670565334,8,8,8,8,23,normal,sector,4,2
258,-3.14593157079398,0.272336749052717,-0.0971443469787665,-2.89925527325218,1.09014204217243,-1.07130957078358,-3.3877007861358,-0.407504039070921,0.616288420617776,8,8,8,8,23,normal,sector,4,2
259,-3.15669732205809,0.273756692627277,-0.0998362820470154,-2.90906491483589,1.09473177370482,-1.07777734005262,-3.41565332520322,-0.393010628616751,0.521459507913957,8,8,8,8,23,normal,sector,4,2
260,-3.17382580078306,0.274747927759668,-0.0984433756680388,-2.92523728388046,1.09889279679504,-1.08016026787444,-3.52516387319505,-0.457210856126932,0.829714125127643,8,8,8,8,23,normal,sector,4,2
261,-3.1908822833459,0.276218036604056,-0.0962570770663376,-2.9413376567629,1.10353269359725,-1.08174980347353,-3.57038819037068,-0.467282074309582,0.875878003798748,8,8,8,8,23,normal,sector,4,2
262,-3.20642086257081,0.275402488553333,-0.0937221354451579,-2.95592012630743,1.10588693350436,-1.08299069605315,-3.62045580009541,-0.426710063710526,0.744020675268719,8,8,8,8,23,normal,sector,4,2
263,-3.22251575410258,0.277463207936481,-0.0944179072727795,-2.9710589081588,1.11111744084534,-1.08746230208156,-3.46465878581049,-0.282303214707568,0.46078779066436,8,8,8,8,23,normal,sector,4,2
264,-3.23763490161658,0.279926130818276,-0.093798499888294,-2.9852219459924,1.11675015168496,-1.09061872889787,-3.48388488728017,-0.291222129290375,0.282870304940862,8,8,8,8,23,normal,sector,4,2
265,-3.25314441243808,0.282401898212654,-0.0938471545428074,-2.99977534713351,1.12239570703717,-1.09444321775318,-3.48737098424081,-0.372528134875596,0.424922437526,8,8,8,8,23,normal,sector,4,2
266,-3.26022100467269,0.284525239420922,-0.0953582812915789,-3.00589582968773,1.12768883620326,-1.09973017870274,-3.38963171111276,-0.353140881363678,0.27065127917141,8,8,8,8,23,normal,sector,4,2
267,-3.26753882590374,0.287306782057846,-0.0978409826765815,-3.01225754123838,1.13364016679802,-1.10598871428854,-3.31225749273366,-0.315157026922659,0.194566919431098,8,8,8,8,23,normal,sector,4,2
268,-3.27864780237124,0.289032392925135,-0.0973724306806175,-3.02241040802549,1.13853556562313,-1.10929599649337,-3.29419825534115,-0.246096632719876,0.213963926808616,8,8,8,8,23,normal,sector,4,2
